OMIM_disease,OMIM_phen_key,OMIM_orgene,OMIM_id,OMIM_pos,OMIM_gene
"Spastic paraplegia 48, autosomal recessive, 613647 ",3,"AP5Z1, KIAA0415, SPG48",613653,7p22.1,AP5Z1
"Spastic paraplegia 50, autosomal recessive, 612936 ",3,"AP4M1, SPG50, CPSQ3",602296,7q22.1,AP4M1
"Spastic paraplegia 5A, autosomal recessive, 270800 ",3,"CYP7B1, CBAS3, SPG5A",603711,8q12.3,CYP7B1
"Spastic paraplegia 6, autosomal dominant, 600363 ",3,"NIPA1, SPG6",608145,15q11.2,NIPA1
"Spastic paraplegia 75, autosomal recessive, 616680 ",3,"MAG, GMA, SPG75",159460,19q13.12,MAG
"Spastic paraplegia 76, autosomal recessive, 616907 ",3,"CAPN1, SPG76",114220,11q13.1,CAPN1
"Spastic paraplegia 8, autosomal dominant, 603563 ",3,"KIAA0196, SPG8, RTSC1",610657,8q24.13,KIAA0196
"Spastic paraplegia 9A, autosomal dominant, 601162 ",3,"ALDH18A1, PYCS, GSAS, ARCL3A, SPG9A, SPG9B, ADCL3",138250,10q24.1,ALDH18A1
"Spastic paraplegia 9B, autosomal recessive, 616586 ",3,"ALDH18A1, PYCS, GSAS, ARCL3A, SPG9A, SPG9B, ADCL3",138250,10q24.1,ALDH18A1
"Spasticity, childhood-onset, with hyperglycinemia, 616859 ",3,"GLRX5, C14orf87, PRO1238, FLB4739, PRSA, SIDBA3, SPAHGC",609588,14q32.13,GLRX5
"Speech-language disorder-1, 602081 ",3,"FOXP2, SPCH1, TNRC10, CAGH44",605317,7q31.1,FOXP2
"Spermatocytic seminoma, somatic, 273300 ",3,"FGFR3, ACH",134934,4p16.3,FGFR3
"Spermatogenic failure 5, 243060 ",3,"AURKC, STK13, AIE2, SPGF5",603495,19q13.43,AURKC
"Spherocytosis, type 1, 182900 ",3,"ANK1, SPH1",612641,8p11.21,ANK1
"Spherocytosis, type 2, 616649 ",3,"SPTB, SPH2, EL3, HS2",182870,14q23.3,SPTB
"Spherocytosis, type 3, 270970 ",3,"SPTA1, EL2, SPH3, HS3, HPP",182860,1q23.1,SPTA1
"Spherocytosis, type 4, 612653 ",3,"SLC4A1, AE1, EPB3, SPH4, SAO, CHC",109270,17q21.31,SLC4A1
"Spherocytosis, type 5, 612690 ",3,"EPB42, SPH5",177070,15q15.2,EPB42
"Spinal and bulbar muscular atrophy of Kennedy, 313200 ",3,"AR, DHTR, TFM, SBMA, KD, SMAX1, HYSP1",313700,Xq12,AR
"Spinal muscular atrophy, X-linked 2, infantile, 301830 ",3,"UBA1, UBE1, GXP1, A1ST, SMAX2, AMCX1",314370,Xp11.3,UBA1
"Spinal muscular atrophy, distal, X-linked 3, 300489 ",3,"ATP7A, MNK, MK, OHS, SMAX3",300011,Xq21.1,ATP7A
"Spinal muscular atrophy, distal, autosomal recessive, 4, 611067 ",3,"PLEKHG5, KIAA0720, DSMA4, CMTRIC",611101,1p36.31,PLEKHG5
"Spinal muscular atrophy, distal, congenital nonprogressive, 600175 ",3,"TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3",605427,12q24.11,TRPV4
"Spinal muscular atrophy, late-onset, Finkel type, 182980 ",3,"VAPB, VAPC, ALS8",605704,20q13.32,VAPB
"Spinal muscular atrophy, lower extremity-predominant 1, AD, 158600 ",3,"DYNC1H1, DNCL, DNECL, CMT20, MRD13, SMALED1",600112,14q32.31,DYNC1H1
"Spinal muscular atrophy-1, 253300 ",3,"SMN1, SMA1, SMA2, SMA3, SMA4",600354,5q13.2,SMN1
"Spinal muscular atrophy-2, 253550 ",3,"SMN1, SMA1, SMA2, SMA3, SMA4",600354,5q13.2,SMN1
"Spinal muscular atrophy-3, 253400 ",3,"SMN1, SMA1, SMA2, SMA3, SMA4",600354,5q13.2,SMN1
"Spinal muscular atrophy-4, 271150 ",3,"SMN1, SMA1, SMA2, SMA3, SMA4",600354,5q13.2,SMN1
"Spinocerebellar ataxia 1, 164400 ",3,"ATXN1, ATX1, SCA1",601556,6p22.3,ATXN1
"Spinocerebellar ataxia 10, 603516 ",3,"ATXN10, SCA10",611150,22q13.31,ATXN10
"Spinocerebellar ataxia 11, 604432 ",3,"TTBK2, SCA11",611695,15q15.2,TTBK2
"Spinocerebellar ataxia 13, 605259 ",3,"KCNC3, SCA13",176264,19q13.33,KCNC3
"Spinocerebellar ataxia 14, 605361 ",3,"PRKCG, PKCC, PKCG, SCA14",176980,19q13.42,PRKCG
"Spinocerebellar ataxia 15, 606658 ",3,"ITPR1, SCA15, SCA16, SCA29",147265,3p26.1,ITPR1
"Spinocerebellar ataxia 17, 607136 ",3,"TBP, SCA17, HDL4",600075,6q27,TBP
"Spinocerebellar ataxia 19, 607346 ",3,"KCND3, KCND3S, KCND3L, SCA19, SCA22, BRGDA9",605411,1p13.2,KCND3
"Spinocerebellar ataxia 2, 183090 ",3,"ATXN2, ATX2, SCA2, ASL13",601517,12q24.12,ATXN2
"Spinocerebellar ataxia 21, 607454 ",3,"TMEM240, C1orf70, SCA21",616101,1p36.33,TMEM240
"Spinocerebellar ataxia 23, 610245 ",3,"PDYN, SCA23",131340,20p13,PDYN
"Spinocerebellar ataxia 27, 609307 ",3,"FGF14, FHF4, SCA27",601515,13q33.1,FGF14
"Spinocerebellar ataxia 28, 610246 ",3,"AFG3L2, SCA28, SPAX5",604581,18p11.21,AFG3L2
"Spinocerebellar ataxia 29, congenital nonprogressive, 117360 ",3,"ITPR1, SCA15, SCA16, SCA29",147265,3p26.1,ITPR1
"Spinocerebellar ataxia 5, 600224 ",3,"SPTBN2, SCA5, SCAR14",604985,11q13.2,SPTBN2
"Spinocerebellar ataxia 6, 183086 ",3,"CACNA1A, CACNL1A4, SCA6, EIEE42",601011,19p13.13,CACNA1A
"Spinocerebellar ataxia 7, 164500 ",3,"ATXN7, SCA7, OPCA3",607640,3p14.1,ATXN7
"Spinocerebellar ataxia 8, 608768 ",3,ATXN8,613289,13q21,ATXN8
"Spinocerebellar ataxia 8, 608768 ",3,"ATXN8OS, SCA8, KLHL1AS",603680,13q21.33,ATXN8OS
"Spinocerebellar ataxia, autosomal recessive 1, 606002 ",3,"SETX, SCAR1, AOA2, ALS4",608465,9q34.13,SETX
"Spinocerebellar ataxia, autosomal recessive 13, 614831 ",3,"GRM1, MGLUR1, GRM1A, SCAR13",604473,6q24.3,GRM1
"Spinocerebellar ataxia, autosomal recessive 14, 615386 ",3,"SPTBN2, SCA5, SCAR14",604985,11q13.2,SPTBN2
"Spinocerebellar ataxia, autosomal recessive 18, 616204 ",3,"GRID2, SCAR18",602368,4q22.1-q22.2,GRID2
"Spinocerebellar ataxia, autosomal recessive 7, 609270 ",3,"TPP1, CLN2, SCAR7",607998,11p15.4,TPP1
"Spinocerebellar ataxia, autosomal recessive 8, 610743 ",3,"SYNE1, KIAA0796, KIAA1756, KIAA1262, SCAR8, EDMD4",608441,6q25.2,SYNE1
"Spinocerebellar ataxia, autosomal recessive with axonal neuropathy, 607250 ",3,TDP1,607198,14q32.11,TDP1
"Spinocrebellar ataxia, autosomal recessive 12, 614322 ",3,"WWOX, FOR, SCAR12, EIEE28",605131,16q23.1-q23.2,WWOX
"Split-hand/foot malformation 4, 605289 ",3,"TP63, TP73L, KET, EEC3, SHFM4, LMS, RHS, OFC8",603273,3q28,TP63
"Spondylo-megaepiphyseal-metaphyseal dysplasia, 613330 ",3,"NKX3-2, BAPX1, SMMD",602183,4p15.33,NKX3-2
"Spondylocarpotarsal synostosis syndrome, 272460 ",3,"FLNB, SCT, AOI, LRS1",603381,3p14.3,FLNB
"Spondylocostal dysostosis 1, autosomal recessive, 277300 ",3,"DLL3, SCDO1",602768,19q13.2,DLL3
"Spondylocostal dysostosis 5, 122600 ",3,"TBX6, SCDO5",602427,16p11.2,TBX6
"Spondyloenchondrodysplasia with immune dysregulation, 607944 ",3,"ACP5, SPENCDI",171640,19p13.2,ACP5
"Spondyloepimetaphyseal dysplasia with joint laxity, type 2, 603546 ",3,"KIF22, KNSL4, KID, OBP, SEMDJL2",603213,16p11.2,KIF22
"Spondyloepimetaphyseal dysplasia, 608728 ",3,"MATN3, EDM5, HOA, OS2",602109,2p24.1,MATN3
"Spondyloepimetaphyseal dysplasia, Missouri type, 602111 ",3,"MMP13, CLG3, MANDP1, MDST",600108,11q22.2,MMP13
"Spondyloepimetaphyseal dysplasia, X-linked, 300106 ",3,"BGN, SEMDX",301870,Xq28,BGN
"Spondyloepimetaphyseal dysplasia, aggrecan type, 612813 ",3,"ACAN, AGC1, CSPG1, MSK16, SEDK",155760,15q26.1,ACAN
"Spondyloepiphyseal dysplasia tarda with progressive arthropathy, 208230 ",3,"WISP3, PPAC, PPD",603400,6q21,WISP3
"Spondyloepiphyseal dysplasia tarda, 313400 ",3,"TRAPPC2, SEDL, SEDT",300202,Xp22.2,TRAPPC2
"Spondyloepiphyseal dysplasia, Kimberley type, 608361 ",3,"ACAN, AGC1, CSPG1, MSK16, SEDK",155760,15q26.1,ACAN
"Spondyloepiphyseal dysplasia, Stanescu type, 616583 ",3,COL2A1,120140,12q13.11,COL2A1
"Spondylometaphyseal dysplasia, Kozlowski type, 184252 ",3,"TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3",605427,12q24.11,TRPV4
"Spondylometaphyseal dysplasia, Sedaghatian type, 250220 ",3,"GPX4, SMDS",138322,19p13.3,GPX4
"Spondyloperipheral dysplasia, 271700 ",3,COL2A1,120140,12q13.11,COL2A1
"Squamous cell carcinoma, head and neck, 275355 ",3,"TNFRSF10B, DR5, TRAILR2",603612,8p21.3,TNFRSF10B
"Squamous cell carcinoma, head and neck, somatic, 275355 ",3,ING1,601566,13q34,ING1
"Squamous cell carcinoma, head and neck, somatic, 275355 ",3,"PTEN, MMAC1, GLM2, CWS1",601728,10q23.31,PTEN
"Stapes ankylosis with broad thumb and toes, 184460 ",3,"NOG, SYM1, SYNS1A",602991,17q22,NOG
"Stargardt disease 1, 248200 ",3,"ABCA4, ABCR, STGD1, FFM, RP19, CORD3, ARMD2",601691,1p22.1,ABCA4
"Stargardt disease 4, 603786 ",3,"PROM1, PROML1, AC133, RP41, CORD12, CD133, MCDR2, STGD4",604365,4p15.32,PROM1
"Steatocystoma multiplex, 184500 ",3,"KRT17, PC2, PCHC1",148069,17q21.2,KRT17
"Stickler sydrome, type I, nonsyndromic ocular, 609508 ",3,COL2A1,120140,12q13.11,COL2A1
"Stickler syndrome, type I, 108300 ",3,COL2A1,120140,12q13.11,COL2A1
"Stickler syndrome, type II, 604841 ",3,"COL11A1, STL2",120280,1p21.1,COL11A1
"Stickler syndrome, type III, 184840 ",3,"COL11A2, STL3, DFNA13, DFNB53, FBCG2",120290,6p21.32,COL11A2
"Stickler syndrome, type IV, 614134 ",3,"COL9A1, EDM6, STL4",120210,6q13,COL9A1
"Stiff skin syndrome, 184900 ",3,"FBN1, MFS1, WMS2, SSKS, GPHYSD2, ACMICD, ECTOL1, MFLS",134797,15q21.1,FBN1
"Stomatin-deficient cryohydrocytosis with neurologic defects, 608885 ",3,"SLC2A1, GLUT1, DYT18, PED, GLUT1DS, EIG12, DYT9, SDCHCN",138140,1p34.2,SLC2A1
"Striatal degeneration, autosomal dominant, 609161 ",3,"PDE8B, PPNAD3, ADSD",603390,5q13.3,PDE8B
"Striatal degeneration, autosomal dominant, 616922 ",3,"PDE10A, IOLOD, ADSD2",610652,6q27,PDE10A
"Striatonigral degeneration, infantile, 271930 ",3,"NUP62, SNDI, IBSN",605815,19q13.33,NUP62
"Stuve-Wiedemann syndrome/Schwartz-Jampel type 2 syndrome, 601559 ",3,"LIFR, STWS, SWS, SJS2",151443,5p13.1,LIFR
"Subcortical laminal heteropia, X-linked, 300067 ",3,"DCX, DBCN, LISX",300121,Xq23,DCX
"Subcortical laminar heterotopia, 607432 ",3,"PAFAH1B1, LIS1",601545,17p13.3,PAFAH1B1
"Succinic semialdehyde dehydrogenase deficiency, 271980 ",3,"ALDH5A1, SSADH",610045,6p22.3,ALDH5A1
"Succinyl CoA:3-oxoacid CoA transferase deficiency, 245050 ",3,"OXCT1, OXCT, SCOT",601424,5p13.1,OXCT1
"Sucrase-isomaltase deficiency, congenital, 222900 ",3,SI,609845,3q26.1,SI
"Sudden infant death with dysgenesis of the testes syndrome, 608800 ",3,"TSPYL1, TSPYL, SIDDT",604714,6q22.1,TSPYL1
"Supranuclear palsy, progressive atypical, 260540 ",3,"MAPT, MTBT1, DDPAC, MSTD",157140,17q21.31,MAPT
"Supranuclear palsy, progressive, 601104 ",3,"MAPT, MTBT1, DDPAC, MSTD",157140,17q21.31,MAPT
"Supravalvar aortic stenosis, 185500 ",3,ELN,130160,7q11.23,ELN
"Surfactant metabolism dysfunction, pulmonary, 1, 265120 ",3,"SFTPB, SFTB3, SMDP1",178640,2p11.2,SFTPB
"Surfactant metabolism dysfunction, pulmonary, 2, 610913 ",3,"SFTPC, SFTP2, SMDP2",178620,8p21.3,SFTPC
"Surfactant metabolism dysfunction, pulmonary, 4, 300770 ",3,"CSF2RA, SMDP4",306250,Xp22.33,CSF2RA
"Sveinsson chorioretinal atrophy, 108985 ",3,"TEAD1, TCF13, REF1",189967,11p15.3,TEAD1
"Symmetric circumferential skin creases, congenital, 1, 156610 ",3,"TUBB, TUBB5, M40, CDCBM6, CSCSC1",191130,6p21.33,TUBB
"Symmetric circumferential skin creases, congenital, 2, 616734 ",3,"MAPRE2, EB2, RP1, CSCSC2",605789,18q12.1-q12.2,MAPRE2
"Symphalangism, proximal, 1A, 185800 ",3,"NOG, SYM1, SYNS1A",602991,17q22,NOG
"Symphalangism, proximal, 1B, 615298 ",3,"GDF5, CDMP1, SYNS2, OS5, BDA1C, SYM1B",601146,20q11.22,GDF5
"Syndactyly, type III, 186100 ",3,"GJA1, CX43, ODDD, SDTY3, ODOD, HSS, AVSD3, HLHS1, CMDR, EKVP",121014,6q22.31,GJA1
"Syndactyly, type IV, 186200 ",3,"LMBR1, ACHP, C7orf2, PPD2, THYP, LSS",605522,7q36.3,LMBR1
"Syndactyly, type V, 186300 ",3,"HOXD13, HOX4I, SPD1, BDSD",142989,2q31.1,HOXD13
"Synpolydactyly 1, 186000 ",3,"HOXD13, HOX4I, SPD1, BDSD",142989,2q31.1,HOXD13
"T-cell acute lymphoblastic leukemia, somatic, 613065 ",3,BAX,600040,19q13.33,BAX
"T-cell immunodeficiency, recurrent infections, autoimmunity, and cardiac malformations, 614868 ",3,"STK4, MST1, KRS2, TIIAC",604965,20q13.12,STK4
"Tangier disease, 205400 ",3,"ABCA1, ABC1, HDLDT1, TGD",600046,9q31.1,ABCA1
"Tarsal-carpal coalition syndrome, 186570 ",3,"NOG, SYM1, SYNS1A",602991,17q22,NOG
"Tay-Sachs disease, 272800 ",3,"HEXA, TSD",606869,15q23,HEXA
"Telangiectasia, hereditary hemorrhagic, type 1, 187300 ",3,"ENG, END, HHT1, ORW",131195,9q34.11,ENG
"Telangiectasia, hereditary hemorrhagic, type 2, 600376 ",3,"ACVRL1, ACVRLK1, ALK1, HHT2",601284,12q13.13,ACVRL1
"Temtamy syndrome, 218340 ",3,"C12orf57, C10, TEMTYS",615140,12p13.31,C12orf57
"Terminal osseous dysplasia, 300244 ",3,"FLNA, FLN1, NHBP, OPD1, OPD2, FMD, MNS, CVD1, CSBS",300017,Xq28,FLNA
"Testicular tumor, somatic, 273300 ",3,"STK11, PJS, LKB1",602216,19p13.3,STK11
"Tetralogy of Fallot, 187500 ",3,"GATA4, ASD2, VSD1, TACHD, TOF",600576,8p23.1,GATA4
"Tetralogy of Fallot, 187500 ",3,"GATA6, AVSD5, ASD9, AVSD5, PACHD",601656,18q11.2,GATA6
"Tetralogy of Fallot, 187500 ",3,"GDF1, DTGA3, DORV, RAI",602880,19p13.11,GDF1
"Tetralogy of Fallot, 187500 ",3,"JAG1, AGS1, AHD",601920,20p12.2,JAG1
"Tetralogy of Fallot, 187500 ",3,"NKX2-5, NKX2E, CSX, CHNG5, VSD3, HLHS2",600584,5q35.1,NKX2-5
"Tetralogy of Fallot, 187500 ",3,"TBX1, DGS, CTHM, CAFS, TGA, DORV, VCFS, DGCR",602054,22q11.21,TBX1
"Tetralogy of Fallot, 187500 ",3,"ZFPM2, FOG2, DIH3, SRXY9",603693,8q23.1,ZFPM2
"Thalassemia, Hispanic gamma-delta-beta, 613985 ",3,LCRB,152424,11p15.4,LCRB
"Thalassemia, alpha-, 604131 ",3,"HBA2, HBH",141850,16p13.3,HBA2
"Thalassemia-beta, dominant inclusion-body, 603902 ",3,HBB,141900,11p15.4,HBB
"Thalassemias, alpha-, 604131 ",3,"HBA1, HBH",141800,16p13.3,HBA1
"Thalassemias, beta-, 613985 ",3,HBB,141900,11p15.4,HBB
"Thanatophoric dysplasia, type I, 187600 ",3,"FGFR3, ACH",134934,4p16.3,FGFR3
"Thanatophoric dysplasia, type II, 187601 ",3,"FGFR3, ACH",134934,4p16.3,FGFR3
"Thiamine-responsive megaloblastic anemia syndrome, 249270 ",3,"SLC19A2, THTR1, TRMA, THMD1",603941,1q24.2,SLC19A2
"Thrombocythemia 1, 187950 ",3,"THPO, MGDF, MPLLG, TPO, THCYT1",600044,3q27.1,THPO
"Thrombocythemia 2, 601977 ",3,"MPL, TPOR, MPLV, THCYT2",159530,1p34.2,MPL
"Thrombocythemia, somatic, 187950 ",3,"CALR, SSA",109091,19p13.13,CALR
"Thrombocythemia, somatic, 187950 ",3,"SH2B3, LNK",605093,12q24.12,SH2B3
"Thrombocytopenia 4, 612004 ",3,"CYCS, CYC, THC4",123970,7p15.3,CYCS
"Thrombocytopenia 5, 616216 ",3,"ETV6, TEL, THC5",600618,12p13.2,ETV6
"Thrombocytopenia with beta-thalassemia, X-linked, 314050 ",3,"GATA1, GF1, ERYF1, NFE1, XLTDA, XLTT, XLANP",305371,Xp11.23,GATA1
"Thrombocytopenia, X-linked, 313900 ",3,"WAS, IMD2, THC1, SCNX",300392,Xp11.23,WAS
"Thrombocytopenia, X-linked, intermittent, 313900 ",3,"WAS, IMD2, THC1, SCNX",300392,Xp11.23,WAS
"Thrombocytopenia, X-linked, with or without dyserythropoietic anemia, 300367 ",3,"GATA1, GF1, ERYF1, NFE1, XLTDA, XLTT, XLANP",305371,Xp11.23,GATA1
"Thrombocytopenia, congenital amegakaryocytic, 604498 ",3,"MPL, TPOR, MPLV, THCYT2",159530,1p34.2,MPL
"Thrombophilia due to HRG deficiency, 613116 ",3,"HRG, THPH11",142640,3q27.3,HRG
"Thrombophilia due to activated protein C resistance, 188055 ",3,"F5, THPH2, RPRGL1",612309,1q24.2,F5
"Thrombophilia due to antithrombin III deficiency, 613118 ",3,"SERPINC1, AT3, AT3D, THPH7",107300,1q25.1,SERPINC1
"Thrombophilia due to heparin cofactor II deficiency, 612356 ",3,"HCF2, HC2, SERPIND1, THPH10",142360,22q11.21,HCF2
"Thrombophilia due to protein C deficiency, autosomal dominant, 176860 ",3,"PROC, PC, THPH3, THPH4",612283,2q14.3,PROC
"Thrombophilia due to protein C deficiency, autosomal recessive, 612304 ",3,"PROC, PC, THPH3, THPH4",612283,2q14.3,PROC
"Thrombophilia due to protein S deficiency, autosomal dominant, 612336 ",3,"PROS1, THPH5, THPH6",176880,3q11.1,PROS1
"Thrombophilia due to protein S deficiency, autosomal recessive, 614514 ",3,"PROS1, THPH5, THPH6",176880,3q11.1,PROS1
"Thrombophilia due to thrombin defect, 188050 ",3,"F2, THPH1, RPRGL2",176930,11p11.2,F2
"Thrombophilia due to thrombomodulin defect, 614486 ",3,"THBD, THRM, AHUS6, THPH12",188040,20p11.21,THBD
"Thrombophilia, X-linked, due to factor IX defect, 300807 ",3,"F9, HEMB, THPH8",300746,Xq27.1,F9
"Thrombosis, hyperhomocysteinemic, 236200 ",3,CBS,613381,21q22.3,CBS
"Thryoid dyshormonogenesis 6, 607200 ",3,"DUOX2, THOX2, TDH6",606759,15q21.1,DUOX2
"Thyroid carcinoma, follicular, 188470 ",3,"MINPP1, HIPER1",605391,10q23.2,MINPP1
"Thyroid carcinoma, follicular, somatic, 188470 ",3,"NRAS, ALPS4, NS6, CMNS, NCMS",164790,1p13.2,NRAS
"Thyroid dyshormonogenesis 2A, 274500 ",3,"TPO, TPX, TDH2A",606765,2p25.3,TPO
"Thyroid dyshormonogenesis 3, 274700 ",3,"TG, AITD3, TDH3",188450,8q24.22,TG
"Thyroid hormone metabolism, abnormal, 609698 ",3,"SECISBP2, SBP2",607693,9q22.2,SECISBP2
"Thyroid hormone resistance, 188570 ",3,"THRB, ERBA2, THR1, PRTH",190160,3p24.2,THRB
"Thyroid hormone resistance, autosomal recessive, 274300 ",3,"THRB, ERBA2, THR1, PRTH",190160,3p24.2,THRB
"Thyroid hormone resistance, selective pituitary, 145650 ",3,"THRB, ERBA2, THR1, PRTH",190160,3p24.2,THRB
"Tibial muscular dystrophy, tardive, 600334 ",3,"TTN, CMD1G, TMD, LGMD2J, MPRM, HMERF, EOMFC",188840,2q31.2,TTN
"Tietz albinism-deafness syndrome, 103500 ",3,"MITF, WS2A, CMM8",156845,3p13,MITF
"Timothy syndrome, 601005 ",3,"CACNA1C, CACNL1A1, CCHL1A1, TS",114205,12p13.33,CACNA1C
"Toenail dystrophy, isolated, 607523 ",3,"COL7A1, NDNC8",120120,3p21.31,COL7A1
"Tooth agenesis, selective, 1, with or without orofacial cleft, 106600 ",3,"MSX1, HOX7, HYD1, OFC5, STHAG1, ECTD3",142983,4p16.2,MSX1
"Tooth agenesis, selective, 4, 150400 ",3,"WNT10A, SSPS, STHAG4, OODD",606268,2q35,WNT10A
"Tooth agenesis, selective, 7, 616724 ",3,"LRP6, ADCAD2, STHAG7",603507,12p13.2,LRP6
"Tooth agenesis, selective, X-linked 1, 313500 ",3,"EDA, ED1, ECTD1, EDA, HED1, STHAGX1",300451,Xq13.1,EDA
"Tourette syndrome, 137580 ",3,"SLITRK1, KIAA1910, TTM",609678,13q31.1,SLITRK1
"Traboulsi syndrome, 601552 ",3,"ASPH, HAAH, FDLAB",600582,8q12.3,ASPH
"Transcobalamin II deficiency, 275350 ",3,"TCN2, TC2",613441,22q12.2,TCN2
"Transient bullous of the newborn, 131705 ",3,"COL7A1, NDNC8",120120,3p21.31,COL7A1
"Treacher Collins syndrome 1, 154500 ",3,"TCOF1, MFD1, TCS1",606847,5q32-q33,TCOF1
"Tremor, hereditary essential, 4, 614782 ",3,"FUS, TLS, ALS6, ETM4",137070,16p11.2,FUS
"Trichodontoosseous syndrome, 190320 ",3,"DLX3, TDO, AI4",600525,17q21.33,DLX3
"Trichomegaly, 190330 ",3,"FGF5, TCMGLY",165190,4q21.21,FGF5
"Trichorhinophalangeal syndrome, type I, 190350 ",3,TRPS1,604386,8q23.3,TRPS1
"Trichorhinophalangeal syndrome, type III, 190351 ",3,TRPS1,604386,8q23.3,TRPS1
"Trichothiodystrophy 1, photosensitive, 601675 ",3,"ERCC2, EM9, XPD, COFS2, TTD1",126340,19q13.32,ERCC2
"Trichothiodystrophy 2, photosensitive, 616390 ",3,"ERCC3, XPB, TTD2",133510,2q14.3,ERCC3
"Trichothiodystrophy 3, photosensitive, 616395 ",3,"GTF2H5, TTD3, TFB5, C6orf175, TTDA",608780,6q25.3,GTF2H5
"Trichothiodystrophy 4, nonphotosensitive, 234050 ",3,"MPLKIP, C7orf11, ABHS, TTDN1, TTD4",609188,7p14.1,MPLKIP
"Trifunctional protein deficiency, 609015 ",3,"HADHA, MTPA",600890,2p23.3,HADHA
"Trifunctional protein deficiency, 609015 ",3,HADHB,143450,2p23.3,HADHB
"Trigonocephaly 1, 190440 ",3,"FGFR1, FLT2, OGD, KAL2, HH2, HRTFDS, ECCL",136350,8p11.23,FGFR1
"Triphalangeal thumb, type I, 174500 ",3,"LMBR1, ACHP, C7orf2, PPD2, THYP, LSS",605522,7q36.3,LMBR1
"Triphalangeal thumb-polysyndactyly syndrome, 174500 ",3,"LMBR1, ACHP, C7orf2, PPD2, THYP, LSS",605522,7q36.3,LMBR1
"Trismus-pseudocamptodactyly syndrome, 158300 ",3,"MYH8, DA7",160741,17p13.1,MYH8
"Tropical calcific pancreatitis, 608189 ",3,"SPINK1, PSTI, PCTT, TATI, TCP",167790,5q32,SPINK1
"Tuberous sclerosis-1, 191100 ",3,"TSC1, LAM",605284,9q34.13,TSC1
"Tuberous sclerosis-2, 613254 ",3,"TSC2, LAM",191092,16p13.3,TSC2
"Tumor predisposition syndrome, 614327 ",3,"BAP1, TPDS",603089,3p21.1,BAP1
"Tumoral calcinosis, familial, normophosphatemic, 610455 ",3,"SAMD9, NFTC, MIRAGE",610456,7q21.2,SAMD9
"Tumoral calcinosis, hyperphosphatemic, 211900 ",3,"KL, KLOTHO",604824,13q13.1,KL
"Tumoral calcinosis, hyperphosphatemic, familial, 211900 ",3,"FGF23, ADHR, HPDR2, PHPTC",605380,12p13.32,FGF23
"Tumoral calcinosis, hyperphosphatemic, familial, 211900 ",3,"GALNT3, HHS, HFTC",601756,2q24.3,GALNT3
"Tyrosinemia, type I, 276700 ",3,FAH,613871,15q25.1,FAH
"Tyrosinemia, type II, 276600 ",3,TAT,613018,16q22.2,TAT
"Tyrosinemia, type III, 276710 ",3,HPD,609695,12q24.31,HPD
"UV-sensitive syndrome 1, 600630 ",3,"ERCC6, CKN2, COFS1, CSB, ARMD5, UVSS1, POF11",609413,10q11.23,ERCC6
"UV-sensitive syndrome 2, 614621 ",3,"ERCC8, CKN1, CSA, UVSS2",609412,5q12.1,ERCC8
"UV-sensitive syndrome 3, 614640 ",3,"UVSSA, KIAA1530, UVSS3",614632,4p16.3,UVSSA
"Ullrich congenital muscular dystrophy 1, 254090 ",3,"COL6A1, BTHLM1, UCHMD1",120220,21q22.3,COL6A1
"Ullrich congenital muscular dystrophy 1, 254090 ",3,"COL6A2, BTHLM1, UCMD1",120240,21q22.3,COL6A2
"Ullrich congenital muscular dystrophy 1, 254090 ",3,"COL6A3, DYT27, BTHLM1, UCMD1",120250,2q37.3,COL6A3
"Ulna and fibula, absence of, with severe limb deficiency, 276820 ",3,WNT7A,601570,3p25.1,WNT7A
"Ulnar-mammary syndrome, 181450 ",3,TBX3,601621,12q24.21,TBX3
"Urbach-Wiethe disease, 247100 ",3,"ECM1, URBWD",602201,1q21.2,ECM1
"Urofacial syndrome 2, 615112 ",3,"LRIG2, LIG2, KIAA0806, UFS2",608869,1p13.2,LRIG2
"Usher syndrome, type 1B, 276900 ",3,"MYO7A, USH1B, DFNB2, DFNA11",276903,11q13.5,MYO7A
"Usher syndrome, type 1C, 276904 ",3,"USH1C, DFNB18A",605242,11p15.1,USH1C
"Usher syndrome, type 1D, 601067 ",3,"CDH23, USH1D",605516,10q22.1,CDH23
"Usher syndrome, type 1D/F digenic, 601067 ",3,"CDH23, USH1D",605516,10q22.1,CDH23
"Usher syndrome, type 1D/F digenic, 601067 ",3,"PCDH15, DFNB23, USH1F",605514,10q21.1,PCDH15
"Usher syndrome, type 1F, 602083 ",3,"PCDH15, DFNB23, USH1F",605514,10q21.1,PCDH15
"Usher syndrome, type 1G, 606943 ",3,"SANS, USH1G",607696,17q25.1,SANS
"Usher syndrome, type 2A, 276901 ",3,"USH2A, RP39",608400,1q41,USH2A
"Usher syndrome, type 2C, 605472 ",3,"ADGRV1, GPR98, MASS1, VLGR1, KIAA0686, FEB4, USH2C",602851,5q14.3,ADGRV1
"Usher syndrome, type 2C, GPR98/PDZD7 digenic, 605472 ",3,"ADGRV1, GPR98, MASS1, VLGR1, KIAA0686, FEB4, USH2C",602851,5q14.3,ADGRV1
"Usher syndrome, type 2D, 611383 ",3,"WHRN, CIP98, KIAA1526, DFNB31, USH2D",607928,9q32,WHRN
